time,PX4_0_position,PX4_1_position,PX4_2_position,PX4_3_position,PX4_4_position,PX4_5_position,PX4_6_position,PX4_7_position,PX4_8_position,PX4_9_position,PX4_10_position
0.5015299320220947,"[-0.2746337950229645, 0.2743908762931824, 15.868134498596191]","[-0.23279207944869995, 10.235800743103027, 15.857455253601074]","[-0.21997253596782684, 15.230302810668945, 15.881303787231445]","[-0.32792723178863525, 20.323148727416992, 15.765974044799805]","[4.281060218811035, 0.7524608969688416, 15.610546112060547]","[12.697355270385742, -2.6811718940734863, 15.51750659942627]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74397277832031, 99.2851333618164, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22611999511719, 84.7747802734375, 15.853996276855469]"
0.5502135753631592,"[-0.2731091380119324, 0.27406004071235657, 15.86812686920166]","[-0.23328368365764618, 10.236215591430664, 15.857455253601074]","[-0.21997253596782684, 15.230302810668945, 15.881303787231445]","[-0.32792723178863525, 20.323148727416992, 15.765974044799805]","[4.281060218811035, 0.7524608969688416, 15.610546112060547]","[12.697355270385742, -2.6811718940734863, 15.51750659942627]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74391174316406, 99.28514099121094, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22622680664062, 84.7748031616211, 15.853996276855469]"
0.6002078056335449,"[-0.2731091380119324, 0.27406004071235657, 15.86812686920166]","[-0.23328368365764618, 10.236215591430664, 15.857455253601074]","[-0.2177172750234604, 15.22765064239502, 15.88118839263916]","[-0.3474169969558716, 20.340688705444336, 15.766176223754883]","[4.399645805358887, 0.6431103348731995, 15.621943473815918]","[12.39578914642334, -2.3812646865844727, 15.517367362976074]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.7438735961914, 99.28515625, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22622680664062, 84.7748031616211, 15.853996276855469]"
0.6502113342285156,"[-0.27189818024635315, 0.2736877501010895, 15.86812686920166]","[-0.23328368365764618, 10.236215591430664, 15.857455253601074]","[-0.2177172750234604, 15.22765064239502, 15.88118839263916]","[-0.3474169969558716, 20.340688705444336, 15.766176223754883]","[4.399645805358887, 0.6431103348731995, 15.621943473815918]","[12.39578914642334, -2.3812646865844727, 15.517367362976074]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.7438735961914, 99.28515625, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22628021240234, 84.77484893798828, 15.853996276855469]"
0.7002124786376953,"[-0.27189818024635315, 0.2736877501010895, 15.86812686920166]","[-0.23378399014472961, 10.236642837524414, 15.857455253601074]","[-0.21654967963695526, 15.225932121276855, 15.881064414978027]","[-0.36662229895591736, 20.35794448852539, 15.76601791381836]","[4.536556720733643, 0.5164843797683716, 15.639260292053223]","[12.031818389892578, -2.0193066596984863, 15.51720142364502]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.7438735961914, 99.28515625, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22628021240234, 84.77484893798828, 15.853996276855469]"
0.7573707103729248,"[-0.2697778344154358, 0.2728625535964966, 15.86812686920166]","[-0.2342243492603302, 10.237030982971191, 15.857455253601074]","[-0.21654967963695526, 15.225932121276855, 15.881064414978027]","[-0.36662229895591736, 20.35794448852539, 15.76601791381836]","[4.536556720733643, 0.5164843797683716, 15.639260292053223]","[12.031818389892578, -2.0193066596984863, 15.51720142364502]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74380493164062, 99.28518676757812, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22632598876953, 84.77494812011719, 15.853996276855469]"
0.8002192974090576,"[-0.2697778344154358, 0.2728625535964966, 15.86812686920166]","[-0.2342243492603302, 10.237030982971191, 15.857455253601074]","[-0.21656493842601776, 15.225160598754883, 15.88088607788086]","[-0.37898680567741394, 20.369028091430664, 15.765575408935547]","[4.643342018127441, 0.41728025674819946, 15.654924392700195]","[11.730237007141113, -1.7193652391433716, 15.517062187194824]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74380493164062, 99.28518676757812, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22632598876953, 84.77494812011719, 15.853996276855469]"
0.8502228260040283,"[-0.2697778344154358, 0.2728625535964966, 15.86812686920166]","[-0.2342243492603302, 10.237030982971191, 15.857455253601074]","[-0.21656493842601776, 15.225160598754883, 15.88088607788086]","[-0.37898680567741394, 20.369028091430664, 15.765575408935547]","[4.643342018127441, 0.41728025674819946, 15.654924392700195]","[11.730237007141113, -1.7193652391433716, 15.517062187194824]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.7437515258789, 99.28520965576172, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22632598876953, 84.77494812011719, 15.853996276855469]"
0.900223970413208,"[-0.26805296540260315, 0.27205443382263184, 15.86812686920166]","[-0.23478730022907257, 10.237528800964355, 15.857455253601074]","[-0.217609241604805, 15.225434303283691, 15.880739212036133]","[-0.3887316882610321, 20.37775421142578, 15.764838218688965]","[4.643342018127441, 0.41728025674819946, 15.654924392700195]","[11.730237007141113, -1.7193652391433716, 15.517062187194824]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.7437515258789, 99.28520965576172, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22632598876953, 84.77507019042969, 15.853996276855469]"
0.9508898258209229,"[-0.26805296540260315, 0.27205443382263184, 15.86812686920166]","[-0.23478730022907257, 10.237528800964355, 15.857455253601074]","[-0.217609241604805, 15.225434303283691, 15.880739212036133]","[-0.3887316882610321, 20.37775421142578, 15.764838218688965]","[4.781921863555908, 0.28761228919029236, 15.676596641540527]","[11.303861618041992, -1.2953027486801147, 15.516867637634277]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74368286132812, 99.2852554321289, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.2262954711914, 84.77517700195312, 15.853996276855469]"
1.0002074241638184,"[-0.26604247093200684, 0.2710022032260895, 15.86812686920166]","[-0.23512578010559082, 10.237814903259277, 15.857455253601074]","[-0.21906188130378723, 15.226215362548828, 15.880620002746582]","[-0.3887316882610321, 20.37775421142578, 15.764838218688965]","[4.781921863555908, 0.28761228919029236, 15.676596641540527]","[11.303861618041992, -1.2953027486801147, 15.516867637634277]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74368286132812, 99.2852554321289, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.2262954711914, 84.77517700195312, 15.853996276855469]"
1.0520176887512207,"[-0.26604247093200684, 0.2710022032260895, 15.86812686920166]","[-0.23512578010559082, 10.237814903259277, 15.857455253601074]","[-0.21906188130378723, 15.226215362548828, 15.880620002746582]","[-0.39634886384010315, 20.384550094604492, 15.76353931427002]","[4.875856876373291, 0.19886229932308197, 15.691115379333496]","[10.9815034866333, -0.9747118949890137, 15.516694068908691]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74368286132812, 99.2852554321289, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.2262954711914, 84.77517700195312, 15.853996276855469]"
1.10813307762146,"[-0.26604247093200684, 0.2710022032260895, 15.86812686920166]","[-0.23512578010559082, 10.237814903259277, 15.857455253601074]","[-0.21906188130378723, 15.226215362548828, 15.880620002746582]","[-0.39634886384010315, 20.384550094604492, 15.76353931427002]","[4.875856876373291, 0.19886229932308197, 15.691115379333496]","[10.9815034866333, -0.9747118949890137, 15.516694068908691]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74368286132812, 99.2852554321289, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.2262954711914, 84.77517700195312, 15.853996276855469]"
1.1549532413482666,"[-0.26238036155700684, 0.2687365710735321, 15.86812686920166]","[-0.23512578010559082, 10.237814903259277, 15.857455253601074]","[-0.21906188130378723, 15.226215362548828, 15.880620002746582]","[-0.39634886384010315, 20.384550094604492, 15.76353931427002]","[4.875856876373291, 0.19886229932308197, 15.691115379333496]","[10.9815034866333, -0.9747118949890137, 15.516694068908691]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74361419677734, 99.2852783203125, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22618865966797, 84.77546691894531, 15.853996276855469]"
1.2004218101501465,"[-0.26238036155700684, 0.2687365710735321, 15.86812686920166]","[-0.23589429259300232, 10.238500595092773, 15.857455253601074]","[-0.22488586604595184, 15.230165481567383, 15.88036823272705]","[-0.398200660943985, 20.386180877685547, 15.76174259185791]","[5.019598960876465, 0.06078124791383743, 15.710429191589355]","[10.39937686920166, -0.3957470655441284, 15.516332626342773]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74361419677734, 99.2852783203125, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22618865966797, 84.77546691894531, 15.853996276855469]"
1.2528951168060303,"[-0.26155272126197815, 0.26816892623901367, 15.86812686920166]","[-0.23605166375637054, 10.238642692565918, 15.857455253601074]","[-0.2274627685546875, 15.232074737548828, 15.880288124084473]","[-0.3967248499393463, 20.384843826293945, 15.760883331298828]","[5.019598960876465, 0.06078124791383743, 15.710429191589355]","[10.39937686920166, -0.3957470655441284, 15.516332626342773]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74351501464844, 99.28534698486328, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22610473632812, 84.775634765625, 15.853996276855469]"
1.3009727001190186,"[-0.26155272126197815, 0.26816892623901367, 15.86812686920166]","[-0.23605166375637054, 10.238642692565918, 15.857455253601074]","[-0.2274627685546875, 15.232074737548828, 15.880288124084473]","[-0.3967248499393463, 20.384843826293945, 15.760883331298828]","[5.050083637237549, 0.030947264283895493, 15.713618278503418]","[10.253950119018555, -0.2511230409145355, 15.516213417053223]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74351501464844, 99.28534698486328, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22610473632812, 84.775634765625, 15.853996276855469]"
1.3504879474639893,"[-0.259918212890625, 0.2669751048088074, 15.86812686920166]","[-0.23634736239910126, 10.238913536071777, 15.857455253601074]","[-0.23053649067878723, 15.234418869018555, 15.880219459533691]","[-0.3967248499393463, 20.384843826293945, 15.760883331298828]","[5.050083637237549, 0.030947264283895493, 15.713618278503418]","[10.253950119018555, -0.2511230409145355, 15.516213417053223]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74346160888672, 99.2853775024414, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22599029541016, 84.77581024169922, 15.853996276855469]"
1.4006505012512207,"[-0.259918212890625, 0.2669751048088074, 15.86812686920166]","[-0.23634736239910126, 10.238913536071777, 15.857455253601074]","[-0.23053649067878723, 15.234418869018555, 15.880219459533691]","[-0.3922412097454071, 20.380815505981445, 15.759645462036133]","[5.111392021179199, -0.030048826709389687, 15.718307495117188]","[9.923887252807617, 0.07723144441843033, 15.518083572387695]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74346160888672, 99.2853775024414, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22599029541016, 84.77581024169922, 15.853996276855469]"
1.4503684043884277,"[-0.259918212890625, 0.2669751048088074, 15.86812686920166]","[-0.23634736239910126, 10.238913536071777, 15.857455253601074]","[-0.23053649067878723, 15.234418869018555, 15.880219459533691]","[-0.3922412097454071, 20.380815505981445, 15.759645462036133]","[5.111392021179199, -0.030048826709389687, 15.718307495117188]","[9.923887252807617, 0.07723144441843033, 15.518083572387695]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74342346191406, 99.28541564941406, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22586059570312, 84.77599334716797, 15.853996276855469]"
1.500823974609375,"[-0.25828611850738525, 0.2656848132610321, 15.86812686920166]","[-0.23634736239910126, 10.238913536071777, 15.857455253601074]","[-0.23053649067878723, 15.234418869018555, 15.880219459533691]","[-0.3922412097454071, 20.380815505981445, 15.759645462036133]","[5.111392021179199, -0.030048826709389687, 15.718307495117188]","[9.923887252807617, 0.07723144441843033, 15.518083572387695]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74342346191406, 99.28541564941406, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22586059570312, 84.77599334716797, 15.853996276855469]"
1.5523242950439453,"[-0.25828611850738525, 0.2656848132610321, 15.86812686920166]","[-0.2366170436143875, 10.239164352416992, 15.857455253601074]","[-0.2385113537311554, 15.240697860717773, 15.88008975982666]","[-0.3922412097454071, 20.380815505981445, 15.759645462036133]","[5.111392021179199, -0.030048826709389687, 15.718307495117188]","[9.923887252807617, 0.07723144441843033, 15.518083572387695]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74342346191406, 99.28541564941406, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22586059570312, 84.77599334716797, 15.853996276855469]"
1.600217342376709,"[-0.25828611850738525, 0.2656848132610321, 15.86812686920166]","[-0.2366170436143875, 10.239164352416992, 15.857455253601074]","[-0.2385113537311554, 15.240697860717773, 15.88008975982666]","[-0.38096189498901367, 20.370702743530273, 15.757929801940918]","[5.181487083435059, -0.10262694954872131, 15.71883487701416]","[9.351313591003418, 0.6468163728713989, 15.647279739379883]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74342346191406, 99.28541564941406, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22586059570312, 84.77599334716797, 15.853996276855469]"
1.650282382965088,"[-0.25575804710388184, 0.2634594738483429, 15.86812686920166]","[-0.2366170436143875, 10.239164352416992, 15.857455253601074]","[-0.2385113537311554, 15.240697860717773, 15.88008975982666]","[-0.38096189498901367, 20.370702743530273, 15.757929801940918]","[5.181487083435059, -0.10262694954872131, 15.71883487701416]","[9.351313591003418, 0.6468163728713989, 15.647279739379883]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74333953857422, 99.2854995727539, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22563934326172, 84.77627563476562, 15.853996276855469]"
1.700226068496704,"[-0.25575804710388184, 0.2634594738483429, 15.86812686920166]","[-0.23697617650032043, 10.239514350891113, 15.857455253601074]","[-0.24385496973991394, 15.245043754577637, 15.88003158569336]","[-0.3666918873786926, 20.35792350769043, 15.756603240966797]","[5.22312068939209, -0.14948241412639618, 15.713374137878418]","[9.14036750793457, 0.8558056354522705, 15.76158618927002]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74333953857422, 99.2854995727539, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22563934326172, 84.77627563476562, 15.853996276855469]"
1.7502415180206299,"[-0.2546447813510895, 0.2623571753501892, 15.86812686920166]","[-0.23710504174232483, 10.239630699157715, 15.857455253601074]","[-0.24385496973991394, 15.245043754577637, 15.88003158569336]","[-0.3666918873786926, 20.35792350769043, 15.756603240966797]","[5.22312068939209, -0.14948241412639618, 15.713374137878418]","[9.14036750793457, 0.8558056354522705, 15.76158618927002]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74330139160156, 99.2855224609375, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22550201416016, 84.77644348144531, 15.853996276855469]"
1.8002097606658936,"[-0.2546447813510895, 0.2623571753501892, 15.86812686920166]","[-0.23710504174232483, 10.239630699157715, 15.857455253601074]","[-0.2485314905643463, 15.248920440673828, 15.8800048828125]","[-0.3588281273841858, 20.35088348388672, 15.756071090698242]","[5.22312068939209, -0.14948241412639618, 15.713374137878418]","[9.14036750793457, 0.8558056354522705, 15.76158618927002]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74330139160156, 99.2855224609375, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22550201416016, 84.77644348144531, 15.853996276855469]"
1.850287914276123,"[-0.2546447813510895, 0.2623571753501892, 15.86812686920166]","[-0.23710504174232483, 10.239630699157715, 15.857455253601074]","[-0.2485314905643463, 15.248920440673828, 15.8800048828125]","[-0.3588281273841858, 20.35088348388672, 15.756071090698242]","[5.23879337310791, -0.1698291003704071, 15.707575798034668]","[9.14036750793457, 0.8558056354522705, 15.76158618927002]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74330139160156, 99.2855224609375, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22550201416016, 84.77644348144531, 15.853996276855469]"
1.9011826515197754,"[-0.2546447813510895, 0.2623571753501892, 15.86812686920166]","[-0.23710504174232483, 10.239630699157715, 15.857455253601074]","[-0.2485314905643463, 15.248920440673828, 15.8800048828125]","[-0.3588281273841858, 20.35088348388672, 15.756071090698242]","[5.23879337310791, -0.1698291003704071, 15.707575798034668]","[8.902078628540039, 1.0907275676727295, 15.902873039245605]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74324798583984, 99.28558349609375, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22550201416016, 84.77644348144531, 15.853996276855469]"
1.9509639739990234,"[-0.2530249059200287, 0.26054197549819946, 15.86812686920166]","[-0.2372421771287918, 10.239782333374023, 15.857455253601074]","[-0.2567517161369324, 15.2557954788208, 15.879975318908691]","[-0.3323449492454529, 20.327173233032227, 15.754904747009277]","[5.23879337310791, -0.1698291003704071, 15.707575798034668]","[8.902078628540039, 1.0907275676727295, 15.902873039245605]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74324798583984, 99.28558349609375, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22525787353516, 84.77672576904297, 15.853996276855469]"
2.0002176761627197,"[-0.2530249059200287, 0.26054197549819946, 15.86812686920166]","[-0.2372421771287918, 10.239782333374023, 15.857455253601074]","[-0.2567517161369324, 15.2557954788208, 15.879975318908691]","[-0.3323449492454529, 20.327173233032227, 15.754904747009277]","[5.246600151062012, -0.1897265613079071, 15.692484855651855]","[8.660286903381348, 1.3272998332977295, 16.023337364196777]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74323272705078, 99.2856216430664, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22525787353516, 84.77672576904297, 15.853996276855469]"
2.051846742630005,"[-0.25233274698257446, 0.25963500142097473, 15.86812686920166]","[-0.23727120459079742, 10.239838600158691, 15.857455253601074]","[-0.2611108422279358, 15.259554862976074, 15.879975318908691]","[-0.3196679651737213, 20.315814971923828, 15.754584312438965]","[5.246600151062012, -0.1897265613079071, 15.692484855651855]","[8.660286903381348, 1.3272998332977295, 16.023337364196777]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74323272705078, 99.2856216430664, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22509765625, 84.77690124511719, 15.853996276855469]"
2.1002037525177,"[-0.25233274698257446, 0.25963500142097473, 15.86812686920166]","[-0.23727120459079742, 10.239838600158691, 15.857455253601074]","[-0.2611108422279358, 15.259554862976074, 15.879975318908691]","[-0.3196679651737213, 20.315814971923828, 15.754584312438965]","[5.239694595336914, -0.19005370140075684, 15.684027671813965]","[8.536821365356445, 1.4470410346984863, 16.065627098083496]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74323272705078, 99.2856216430664, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22509765625, 84.77690124511719, 15.853996276855469]"
2.1503121852874756,"[-0.25176024436950684, 0.25877439975738525, 15.86812686920166]","[-0.23726433515548706, 10.23984146118164, 15.857455253601074]","[-0.26655760407447815, 15.264310836791992, 15.879975318908691]","[-0.3196679651737213, 20.315814971923828, 15.754584312438965]","[5.239694595336914, -0.19005370140075684, 15.684027671813965]","[8.536821365356445, 1.4470410346984863, 16.065627098083496]","[84.79800415039062, 84.79447937011719, -0.5433522462844849]","[89.75823974609375, 89.75475311279297, -0.5433511734008789]","[98.74320983886719, 99.28565979003906, 15.869528770446777]","[82.98174285888672, 98.11140441894531, -0.5385019779205322]","[99.22490692138672, 84.77704620361328, 15.853996276855469]"
